height,avg_rho,avg_krumbein,avg_equancy,avg_corey,avg_sneed,avg_wadell,sd_rho,sd_krumbein,sd_equancy,sd_corey,sd_sneed,sd_wadell,percentage_of_glands,avg_volume,avg_area,avg_angle,sd_volume,sd_area,sd_angle
-1.0956083150066263,0.7375849606676033,0.7347145124763251,0.5696742854905363,0.6692858465626015,0.7617291227830082,0.9446911439657735,0.150012718282762,0.11536523864677993,0.16311812499268072,0.13595396949814093,0.10273738359940876,0.04013907163596632,2.1123953766440815,0.10358411374184673,0.2020012765355567,0.40164986111084344,0.08345938571392722,0.10533418800168196,0.2654908937055528
-1.007348520787929,0.7485321342998978,0.7478033708164693,0.5896946937058646,0.6827166521815606,0.7710826067813239,0.9465472705812108,0.1630954563505581,0.12743231670354063,0.1849959856887054,0.1529950759054214,0.1151394601309047,0.04361657017880216,4.66321243523316,0.11916417050378424,0.21963358810886535,0.3588026347260434,0.10969733487125874,0.13068889216587481,0.28755844383003615
-0.9190887265692318,0.7396233188415658,0.734576174819197,0.5719105255259629,0.6726910245732587,0.7641536519075381,0.9445461950273891,0.1500509924213195,0.11799420906346486,0.1681423675296574,0.1396843408337951,0.10523511989770953,0.041024811855668364,3.7465125548027105,0.12307866825890301,0.22501498825890515,0.3804490686989259,0.10095755865782195,0.12639366763834758,0.25056855831684877
-0.8308289323505345,0.6950229163773026,0.7083852128835438,0.5303999912296222,0.6345537465498887,0.734755492885315,0.9330682884588566,0.15683613283139236,0.1139421404904915,0.15824867900562603,0.13633465873990397,0.10462077593884747,0.045229894701137884,4.0852929453965725,0.12452504646641543,0.2301636618723951,0.3886170615677977,0.10272718792970667,0.13106827158435802,0.2291466177712617
-0.7425691381318373,0.7259627493152683,0.7259225797877776,0.5617146846069042,0.6627884246542649,0.7560649216796652,0.9390154355299695,0.15979188644734732,0.13132659138344868,0.18414330474399532,0.149057313271684,0.11237750703829268,0.04557169931286362,4.165005978477481,0.13196757782821344,0.23429218434417282,0.4039631310431424,0.12317513508241279,0.14660631402295682,0.27054295762782604
-0.65430934391314,0.7558276438804801,0.7549568826379136,0.6029827560092588,0.6939736452675281,0.7791230349339638,0.947068033648922,0.16875245574378583,0.13728174907431762,0.20129191686273692,0.16301572065873043,0.1218735014156143,0.044756641563184825,4.563571143882025,0.11877741031161543,0.21636267547139154,0.4399692242538501,0.1121759748812057,0.13392159723235858,0.2913959837847423
-0.5660495496944428,0.7623217595714737,0.74953651883065,0.5991656418518979,0.6968560789238731,0.7817429482517455,0.9482431375045186,0.1636315412389126,0.12896715729067262,0.18632149806464623,0.15361564948609516,0.11576951129690845,0.04556028591538233,3.726584296532483,0.1297990370862448,0.23203513984376803,0.41528356283616347,0.11219803358867961,0.13792622986872283,0.27761889043912924
-0.47778975547574554,0.776001902632041,0.761706886629785,0.620309605014111,0.7142553905675314,0.7945612817291491,0.9515612689417116,0.15844069952435239,0.13880144233540112,0.20421566300199973,0.16213413146178016,0.11999144525917262,0.04148324382153191,4.0255081705858915,0.12472523607257834,0.22128411879923962,0.4327767303654857,0.12877012014072686,0.14687768239459462,0.30167529813546246
-0.3895299612570483,0.7671653177928649,0.7619549920333802,0.6147423425486441,0.7055937142816736,0.7879267236527399,0.9503433314258088,0.16347517836994355,0.13425654592068154,0.19777646408394714,0.1628596379320367,0.12146117957815983,0.04391134755940906,4.165005978477481,0.11057699970146684,0.2077075755919934,0.45254330893619577,0.09261223101565706,0.11566670358454309,0.29913760042918325
-0.3012701670383511,0.7706373974659736,0.7635650548554687,0.6166071664733482,0.7079743693864473,0.7900090962856118,0.9526334594097386,0.15833444716661754,0.12712139666487532,0.1924933541668257,0.15860569323454707,0.11774914274030726,0.03872018305123015,4.224790753288163,0.11961209784295143,0.21694668597759195,0.44825182020369253,0.10682335139079663,0.12747121770871916,0.29697623664510964
-0.21301037281965385,0.76039778282673,0.7536260299848508,0.6070733917593991,0.7012344712157442,0.7844159574416295,0.9473884541305622,0.16770183196028352,0.14176584668143885,0.2078546825319467,0.1670530765057323,0.12445919109041156,0.04452549700569531,4.105221203666799,0.11773841514973625,0.2164559745662086,0.4443364631434276,0.10324025572272925,0.13158436172692412,0.31929300278908274
-0.12475057860095662,0.7634725185685542,0.7650970382858674,0.618052272300462,0.7061945785346743,0.7880376823957492,0.9506217495665938,0.1701531226753446,0.13371942386274413,0.20467334221384717,0.16931073845133307,0.1259627846342196,0.04218965710229786,3.726584296532483,0.12181157645750093,0.2204599359031852,0.4557984387542627,0.10222874029091582,0.12596545434102635,0.31717496362503794
-0.03649078438225928,0.76781949731521,0.766329404922867,0.6200885909369507,0.7069079728058355,0.7884636514813549,0.9496480567385295,0.17471994186229944,0.14034794849975427,0.2059568593694438,0.16934921185032828,0.1269660365912224,0.047960865812837476,4.0852929453965725,0.13057361113007865,0.23218066289407374,0.45513236437505683,0.11010688442064678,0.13092165802600383,0.3197987228346143
0.05176900983643784,0.7783087594547861,0.7646232573810088,0.6185909863060317,0.7107884868642144,0.7925059698241441,0.9537473306557749,0.15313952124472718,0.1265336630338686,0.18620650001642747,0.15100690028256702,0.11231089795761137,0.03968043289692603,4.4240733359904345,0.11843118449405335,0.21529303295992483,0.46449292692286503,0.10441922452399664,0.12366152126177175,0.30377209968900354
0.14002880405513518,0.7554273515373596,0.747111347338182,0.5930857871503362,0.6894545341222177,0.77630762182722,0.9470871613862775,0.1591687941790496,0.13055523718108333,0.18770332885051885,0.15215652538911506,0.1138712301399682,0.04291625695078346,3.8262255878836187,0.13787086234518717,0.240064820972511,0.45916702582529406,0.12487297480343834,0.14276667450478658,0.2905464769128685
0.2282885982738323,0.7678887193990157,0.7571365456479714,0.6102224438266382,0.7050943375924957,0.7880165050893226,0.9505383949487668,0.1543595892031323,0.13311323673986958,0.1950695375455848,0.15589739483248125,0.11549531343670742,0.040527903868690915,4.184934236747708,0.1174076048129286,0.2146246075859999,0.44391050159763495,0.10490216117659745,0.12553859194410547,0.29653691833269374
0.31654839249252964,0.769788994975701,0.7624270366835665,0.616728850098891,0.7068834812389175,0.7889123248046332,0.9505510609570027,0.16238160544977867,0.13859847686230833,0.20294534425922364,0.1631119474946899,0.12134060314190223,0.043987350578522974,4.284575528098844,0.11963075036601317,0.21481510104865228,0.43575055771365956,0.12584356962552284,0.13965031441632217,0.29950059997736495
0.404808186711227,0.767290079143953,0.7529730654242351,0.6057125997532401,0.7022113078676276,0.7857864134440016,0.9492298578902066,0.15844745867430388,0.13482933843120007,0.19428061616587722,0.15540585997797035,0.11600830587031676,0.043733613804266894,4.4240733359904345,0.1284301714496144,0.22879793460079573,0.43921122987314126,0.11177790750994307,0.13558166316473086,0.28896867955016525
