8.3913043478,125.9565217391,169.6086956522
10.4181818182,153.3090909091,205.0000000000
9.8000000000,175.4571428571,178.6285714286
12.0769230769,184.4807692308,138.8076923077
11.4406779661,183.2711864407,222.5084745763
11.5294117647,140.0588235294,204.6666666667
11.3974358974,172.5128205128,223.3974358974
12.1388888889,180.1944444444,164.6111111111
11.0256410256,190.7948717949,154.6666666667
10.4827586207,213.7586206897,136.6896551724
11.3064516129,217.7741935484,128.7580645161
11.7857142857,138.7142857143,179.5000000000
12.5348837209,143.5116279070,239.4418604651
12.0636363636,146.9636363636,157.6181818182
12.0476190476,144.7619047619,215.2857142857
13.3529411765,176.8676470588,203.1102941176
13.4059405941,207.1188118812,145.9108910891
14.1573033708,149.2022471910,172.1685393258
13.0434782609,150.6086956522,145.1739130435
13.5000000000,178.3714285714,120.5428571429
13.2083333333,184.2083333333,211.5833333333
13.2978723404,184.7021276596,244.0000000000
14.2203389831,213.1016949153,267.3559322034
14.4772727273,215.1818181818,146.2045454545
14.1800000000,121.5800000000,172.9600000000
14.0000000000,127.3055555556,160.9166666667
15.5000000000,152.0000000000,235.0000000000
14.0000000000,162.0000000000,212.5000000000
15.4487179487,164.8589743590,134.4487179487
13.5185185185,171.1481481481,243.5185185185
13.6785714286,180.2857142857,265.5000000000
13.5581395349,183.9069767442,183.4883720930
14.8214285714,200.2142857143,251.5357142857
13.7619047619,203.2380952381,232.0000000000
15.2500000000,204.8653846154,269.8846153846
16.7537313433,122.2014925373,193.4253731343
15.3333333333,125.1555555556,202.1111111111
16.3877551020,126.5102040816,222.2448979592
15.0571428571,136.7285714286,235.4428571429
15.9066666667,137.9733333333,149.3866666667
14.2083333333,156.2083333333,248.3750000000
15.8644067797,157.3050847458,141.1355932203
15.9115044248,168.1238938053,202.1858407080
15.0000000000,168.0000000000,195.0000000000
15.7446808511,182.2553191489,256.8617021277
16.4732142857,182.2857142857,114.5982142857
15.9642857143,194.0952380952,210.8214285714
15.2692307692,195.3269230769,233.6346153846
15.0000000000,220.2352941176,148.5000000000
15.4210526316,150.2982456140,180.9122807018
16.8088235294,162.0147058824,174.2647058824
16.0000000000,171.5000000000,166.0000000000
16.0000000000,172.2978723404,212.2978723404
15.6000000000,178.2666666667,274.7555555556
17.0000000000,181.0000000000,171.0000000000
16.4285714286,204.8571428571,260.3333333333
16.8360655738,210.3770491803,129.6065573770
18.0679611650,208.9029126214,249.9708737864
15.9189189189,225.0810810811,157.6756756757
17.2083333333,229.2500000000,222.1666666667
18.8105263158,233.5368421053,161.2947368421
15.9740259740,258.8181818182,198.4675324675
18.4492753623,124.6956521739,237.8405797101
17.0000000000,153.0000000000,197.5000000000
17.3725490196,157.6274509804,165.0000000000
16.5000000000,162.0000000000,123.6562500000
16.9493670886,173.1139240506,235.4683544304
16.7500000000,173.3437500000,113.3437500000
17.0000000000,177.0000000000,211.0000000000
16.3571428571,189.0357142857,193.3214285714
18.3800000000,188.5600000000,113.2800000000
17.5747126437,193.0000000000,168.6206896552
17.8800000000,197.3700000000,275.0200000000
18.2000000000,197.2000000000,136.0000000000
17.9836065574,218.4590163934,272.9016393443
17.8153846154,224.4769230769,120.7846153846
16.9782608696,228.2391304348,136.2391304348
16.7619047619,232.2380952381,247.7142857143
18.2153846154,237.7538461538,237.0615384615
17.0188679245,240.7547169811,217.3962264151
17.2564102564,247.2307692308,157.1282051282
18.2564102564,256.1025641026,192.1025641026
16.0000000000,262.2083333333,207.2083333333
18.9090909091,114.7878787879,147.5454545455
18.4000000000,135.0000000000,142.3250000000
18.3968253968,136.1111111111,215.0952380952
18.0000000000,141.0000000000,175.0000000000
18.3488372093,167.0232558140,150.7674418605
19.0434782609,171.5000000000,120.8695652174
18.6140350877,176.9473684211,177.0526315789
18.0000000000,179.0000000000,181.0000000000
18.8805031447,186.8427672956,236.9559748428
18.3235294118,202.0000000000,165.1764705882
19.4457831325,207.5542168675,115.6867469880
19.4000000000,210.5866666667,275.7200000000
19.1097560976,218.3292682927,261.1097560976
18.3076923077,227.4038461538,256.4807692308
18.3428571429,244.8857142857,136.9714285714
18.7719298246,253.7719298246,229.3508771930
19.1746031746,260.4444444444,189.9682539683
18.8437500000,108.5937500000,151.0000000000
19.8020833333,121.8854166667,138.5104166667
19.0000000000,127.5000000000,186.0000000000
18.7647058824,158.8529411765,126.6470588235
19.6666666667,163.8666666667,113.8333333333
18.0000000000,171.7954545455,185.5681818182
18.8214285714,171.6785714286,145.0000000000
18.0000000000,172.7619047619,190.7619047619
19.0392156863,181.3137254902,196.6862745098
19.0000000000,197.6321839080,242.1954022989
19.1351351351,200.0810810811,126.8648648649
18.7142857143,214.0238095238,159.6666666667
19.0000000000,215.0000000000,244.0000000000
19.2741935484,220.7741935484,249.2741935484
19.9444444444,236.8611111111,122.5833333333
19.7878787879,109.9696969697,192.5151515152
19.8125000000,126.7656250000,209.5156250000
19.0000000000,144.0769230769,185.5000000000
20.0000000000,145.0000000000,154.0000000000
20.7733333333,164.2400000000,244.7733333333
20.9440000000,165.0160000000,143.6800000000
21.5274725275,178.2747252747,109.1318681319
21.0000000000,186.0000000000,134.0000000000
20.2444444444,187.7777777778,265.1777777778
20.0000000000,211.5000000000,233.5000000000
19.7272727273,242.5227272727,206.7954545455
20.6976744186,247.5348837209,252.6976744186
21.9740259740,109.2727272727,185.1428571429
21.5000000000,168.0000000000,130.0000000000
21.0000000000,178.0000000000,249.0000000000
21.7346938776,183.9183673469,174.3673469388
20.2380952381,192.9523809524,175.7142857143
21.0000000000,208.5000000000,141.0000000000
21.0000000000,211.5000000000,151.0000000000
21.7045454545,209.8181818182,260.0454545455
22.1521739130,217.6521739130,112.3478260870
22.8907563025,224.1008403361,275.4705882353
22.8230088496,227.1504424779,144.5044247788
21.5507246377,237.9565217391,134.8840579710
22.0947368421,236.2421052632,254.3473684211
21.3750000000,119.7916666667,246.5833333333
21.8703703704,123.5370370370,216.0000000000
22.0000000000,128.0000000000,228.0000000000
22.0000000000,151.0000000000,247.0000000000
22.2352941176,167.3529411765,107.6176470588
22.5000000000,174.0000000000,262.0000000000
24.4074074074,187.7259259259,283.1703703704
21.5714285714,222.2000000000,234.1142857143
22.7272727273,227.8295454545,111.4545454545
21.9512195122,229.5121951220,243.3902439024
22.8412698413,246.6349206349,175.8730158730
22.0416666667,264.2083333333,159.4583333333
23.2068965517,102.6896551724,174.2068965517
23.2022471910,120.2134831461,187.4831460674
23.5483870968,123.1290322581,127.0000000000
22.6170212766,126.6595744681,153.8723404255
23.7638888889,133.0833333333,133.9722222222
26.0000000000,141.2260869565,124.5565217391
23.5142857143,152.4428571429,128.0428571429
24.7765957447,158.0425531915,103.4468085106
23.0000000000,158.5666666667,281.4333333333
23.9753086420,209.4691358025,108.1358024691
23.0000000000,236.5000000000,229.0000000000
24.0487804878,252.7560975610,240.6341463415
23.9090909091,94.9090909091,167.5454545455
24.6250000000,114.1666666667,240.7916666667
24.3103448276,118.2413793103,131.7586206897
24.5517241379,142.1896551724,138.8965517241
23.0000000000,155.8148148148,252.8148148148
23.6052631579,160.7894736842,257.2105263158
23.5862068966,220.1379310345,156.4137931034
24.3725490196,222.0000000000,257.0000000000
23.6086956522,225.6086956522,155.9565217391
24.9787234043,224.6950354610,263.0709219858
24.0322580645,231.0161290323,154.1935483871
23.9736842105,235.2368421053,244.4210526316
25.9733333333,233.2933333333,270.4133333333
25.4814814815,241.0296296296,225.8074074074
24.6857142857,256.4857142857,149.3714285714
24.1666666667,273.6458333333,234.2916666667
23.9117647059,276.2647058824,187.9117647059
26.5693430657,114.8832116788,218.8102189781
24.7222222222,165.6111111111,261.7222222222
25.7107438017,179.9669421488,273.9338842975
26.1782945736,191.9844961240,292.4496124031
25.6571428571,194.2571428571,168.3428571429
25.9866666667,204.1133333333,273.4333333333
26.4862385321,213.7155963303,285.8715596330
25.0000000000,221.0000000000,126.0000000000
25.5692307692,229.7846153846,128.6461538462
25.9444444444,234.7500000000,281.5092592593
24.7619047619,239.7619047619,117.0000000000
25.0000000000,248.5000000000,216.5000000000
25.5338983051,251.3135593220,196.8983050847
25.0000000000,252.0000000000,221.0000000000
25.0571428571,257.4571428571,182.2857142857
26.7000000000,130.8875000000,273.0875000000
27.0000000000,176.0000000000,118.0000000000
26.0000000000,191.0000000000,275.0000000000
26.2903225806,193.7419354839,97.8709677419
26.5000000000,194.5000000000,108.5000000000
25.8571428571,196.0000000000,269.1666666667
26.4166666667,214.0000000000,162.4166666667
25.9714285714,221.2285714286,216.8857142857
25.7846153846,236.2615384615,155.0000000000
26.0000000000,243.5000000000,155.5000000000
26.0000000000,250.0000000000,161.0000000000
25.3437500000,252.6562500000,269.2500000000
28.7058823529,252.0735294118,128.6764705882
26.7704918033,263.8852459016,174.7377049180
26.0000000000,262.0000000000,196.5000000000
26.2898550725,264.1304347826,243.4202898551
27.7943262411,89.8652482270,172.9148936170
27.1842105263,95.7631578947,224.2105263158
28.0000000000,118.0000000000,145.5000000000
27.0000000000,128.0000000000,145.0000000000
28.0632911392,127.2911392405,241.6455696203
27.2909090909,164.4727272727,270.5272727273
26.8260869565,222.6086956522,287.6086956522
27.3913043478,231.2826086957,164.3695652174
27.0000000000,232.0000000000,260.0000000000
27.2727272727,233.6363636364,139.3636363636
27.0000000000,236.7021276596,210.7021276596
27.0000000000,241.5000000000,202.5000000000
27.2272727273,248.2272727273,121.7272727273
27.0000000000,252.5423728814,231.3898305085
27.0344827586,268.7241379310,256.7931034483
27.5888888889,288.0444444444,211.0444444444
28.2083333333,92.7916666667,186.1666666667
28.6862745098,108.5196078431,141.4019607843
30.8344827586,107.3448275862,151.7310344828
27.0000000000,113.2083333333,204.3750000000
29.2156862745,136.1372549020,113.6470588235
28.8194444444,138.5000000000,253.3055555556
28.0000000000,143.0000000000,250.0000000000
27.9500000000,155.5500000000,115.9000000000
28.0000000000,170.5000000000,115.0000000000
30.5677419355,203.9806451613,112.7612903226
28.6875000000,210.2125000000,298.3500000000
29.6417910448,213.3582089552,94.1492537313
30.1133333333,252.9266666667,261.4533333333
27.7142857143,260.3571428571,252.2857142857
28.8484848485,272.1515151515,209.3636363636
30.6202531646,92.4810126582,165.4683544304
29.2962962963,90.7222222222,210.4814814815
29.9259259259,141.9074074074,104.8333333333
29.0000000000,148.0000000000,266.0000000000
29.1388888889,151.4166666667,123.8333333333
29.0000000000,153.0000000000,272.0000000000
30.0000000000,169.0000000000,283.5000000000
30.3376623377,231.0000000000,115.3376623377
28.8750000000,245.7187500000,177.2812500000
28.6862745098,250.2549019608,182.1372549020
29.0000000000,251.0000000000,145.0000000000
29.1666666667,260.3750000000,273.8333333333
29.8611111111,144.4444444444,275.6944444444
29.0000000000,159.5000000000,269.0000000000
30.7567567568,158.9729729730,288.7297297297
30.0909090909,162.9090909091,297.1363636364
29.8400000000,164.4000000000,99.8400000000
31.5423728814,202.2881355932,87.6779661017
30.0384615385,202.2307692308,286.4230769231
29.9292929293,213.6868686869,173.0707070707
30.1714285714,217.8000000000,296.8285714286
30.4130434783,235.6521739130,105.7608695652
31.4719101124,257.4494382022,244.6067415730
31.3846153846,127.3846153846,117.5128205128
30.6086956522,141.3913043478,265.1739130435
30.8333333333,166.7333333333,295.4333333333
31.9642857143,177.1071428571,98.7142857143
32.0769230769,206.5538461538,188.8461538462
31.4444444444,212.2857142857,183.8730158730
31.0000000000,220.8000000000,109.2000000000
30.9583333333,228.0833333333,182.7916666667
30.7619047619,232.2380952381,188.5000000000
30.7674418605,263.2558139535,165.5116279070
30.8444444444,274.5777777778,248.0666666667
32.0438596491,278.2719298246,238.2894736842
31.0000000000,281.0000000000,206.0000000000
31.6379310345,297.3275862069,215.3620689655
31.9523809524,98.5238095238,231.7619047619
33.2558139535,101.6046511628,207.9186046512
31.6250000000,105.6250000000,226.7916666667
32.8611111111,111.0555555556,250.1805555556
32.8029197080,110.8467153285,235.1751824818
33.3157894737,117.1447368421,255.2763157895
32.5500000000,119.7333333333,124.1500000000
32.0000000000,127.0000000000,132.0000000000
32.1315789474,153.9210526316,96.7368421053
31.7878787879,161.9696969697,88.2121212121
32.0000000000,211.3066666667,105.6800000000
31.0000000000,215.3333333333,192.2916666667
33.2000000000,219.0200000000,85.2600000000
31.0000000000,225.5000000000,176.5961538462
31.7142857143,279.8571428571,168.1904761905
33.5773195876,98.7422680412,146.2474226804
33.1076923077,100.2461538462,240.3846153846
33.8333333333,148.1666666667,293.1212121212
34.2873563218,245.2068965517,110.9310344828
33.0000000000,268.0000000000,158.0000000000
32.0000000000,270.4062500000,169.2812500000
33.7916666667,99.0000000000,130.6250000000
34.2291666667,120.3750000000,266.2916666667
34.0000000000,147.5500000000,117.2333333333
34.0000000000,158.0000000000,106.0000000000
34.2647058824,189.8235294118,299.6764705882
34.6233766234,194.2077922078,104.2857142857
37.4206896552,211.2344827586,100.4344827586
34.5000000000,239.7500000000,288.3888888889
34.5000000000,268.0000000000,250.8333333333
35.1204819277,274.6385542169,259.8072289157
34.3555555556,289.9111111111,161.4666666667
34.3650793651,298.6666666667,208.0317460317
34.6000000000,86.6400000000,201.2000000000
35.3703703704,133.4074074074,99.6296296296
35.0000000000,147.0000000000,111.0000000000
35.0000000000,150.0000000000,103.0000000000
35.2244897959,153.3877551020,89.7755102041
36.0161290323,187.3387096774,87.6612903226
34.8260869565,189.3913043478,290.3913043478
36.3493150685,198.9178082192,293.3150684932
35.7000000000,222.1250000000,286.4125000000
34.9767441860,223.2093023256,94.2790697674
35.6538461538,225.2692307692,302.8653846154
34.5937500000,226.3437500000,85.3437500000
36.0000000000,252.5000000000,271.0000000000
37.0792079208,282.0891089109,252.5445544554
34.7468354430,287.2658227848,218.2658227848
36.0000000000,81.5000000000,193.3076923077
36.0571428571,108.4571428571,130.7428571429
35.8382352941,137.7794117647,121.6323529412
36.0000000000,198.8750000000,82.1250000000
36.2592592593,202.7222222222,303.5925925926
35.8750000000,251.2187500000,122.7812500000
36.2105263158,256.0789473684,259.1052631579
36.5000000000,257.5000000000,268.0000000000
36.5744680851,268.8297872340,141.2340425532
36.0000000000,273.0833333333,158.9166666667
35.6333333333,273.7666666667,240.4666666667
36.0000000000,290.0000000000,198.5000000000
38.2410714286,299.3392857143,185.9375000000
37.1929824561,84.5789473684,159.6842105263
37.0000000000,95.0000000000,187.0000000000
37.5263157895,111.7368421053,138.2105263158
37.9833333333,123.1083333333,276.8666666667
38.0277777778,131.0370370370,107.2037037037
38.9920000000,146.6640000000,94.2320000000
37.9042553191,166.4787234043,302.2872340426
37.5106382979,190.5319148936,96.1914893617
38.4096385542,195.6626506024,310.6024096386
36.3043478261,199.8260869565,97.0869565217
37.1600000000,208.7600000000,310.0800000000
37.8730158730,217.1269841270,77.8095238095
37.0000000000,279.2978723404,176.7021276596
36.0000000000,283.4696969697,188.5606060606
39.0310559006,299.7018633540,201.0807453416
38.0000000000,91.8028169014,190.9154929577
39.0000000000,93.5692307692,171.4307692308
39.1891891892,107.5540540541,262.2702702703
38.1470588235,175.6764705882,309.4117647059
38.0476190476,207.5238095238,91.7142857143
37.7777777778,248.7777777778,99.6666666667
38.2800000000,260.4000000000,283.6800000000
38.4375000000,262.0468750000,130.4375000000
38.0000000000,271.8571428571,151.4523809524
38.6896551724,286.0344827586,228.0000000000
38.2380952381,307.7619047619,208.0000000000
38.4473684211,309.8684210526,201.4473684211
38.6666666667,74.5277777778,196.1111111111
40.0472972973,89.6013513514,208.6216216216
40.0000000000,90.4210526316,166.4342105263
39.4561403509,93.0701754386,152.2456140351
39.7352941176,163.8823529412,82.6617647059
39.7750000000,207.0750000000,83.6000000000
40.6923076923,210.6025641026,299.1153846154
39.0000000000,215.0000000000,93.0000000000
40.1276595745,228.5319148936,310.5957446809
39.8840579710,262.7826086957,114.2463768116
39.9107142857,270.1250000000,117.0357142857
38.8333333333,287.8055555556,261.0833333333
38.9545454545,296.9090909091,251.7272727273
40.3863636364,299.1477272727,220.1818181818
41.2086956522,306.2260869565,215.0260869565
41.1290322581,79.8306451613,171.3870967742
40.2968750000,97.1875000000,233.7812500000
40.3333333333,113.8947368421,126.1754385965
39.0000000000,119.1818181818,260.0681818182
41.0000000000,127.0000000000,267.5000000000
41.7812500000,129.9375000000,114.7291666667
40.8411214953,152.5140186916,83.3551401869
40.0416666667,182.8333333333,94.4583333333
39.9666666667,216.8666666667,317.4333333333
40.1555555556,241.6222222222,106.4666666667
39.6785714286,265.2500000000,104.8214285714
39.9295774648,289.0281690141,155.5915492958
40.7500000000,291.2380952381,172.1666666667
40.5000000000,298.0000000000,150.0000000000
41.2857142857,301.2619047619,241.4166666667
